StudyID,Drug_Name,Arm_ID,Date_End,Results_Posted_Or_Updated_Date,Study_Status,Outcome,Termination,No_Amendment,No_Substan_Amend,No_Sub_Screen,No_Sub_Enroll,Screen_Failure,Reasons_Screen_Fail,Enroll_Rate,Time_FPI,Prop_Center_Enroll_Target,Completer,Withdrawer,Discont_AE,Discont_LE,Loss_FU,Protocol_Viol,Treat_Adherence,Visit_Adherence,Assess_Adherence,Med_Treat,Med_Follow_Up,Discont,Med_Discont,Missing_All,Missing_PE,Missing_Key_SE,Med_Age,Min_Age,Max_Age,Prop_NA,Prop_AP,Prop_EU,Prop_AF,Prop_White,Prop_Asian,Prop_Black,Prop_Male,Heter_Index,Prop_Renal,Prop_Hepatic,Prop_HighRisk,Line0,Line1,Line2,Line3,Lapsed,Refractory,Prop_ECOG0,Prop_ECOG1,Prop_ECOG2,Prop_ECOG3,TEAEs,TRAEs,SAEs,Grade34_TEAEs,Grade34_TRAEs,AE_Spec,Inc_TEAES,Inc_Grade34_TEAEs,Grade34_Lab,Death_rate,No_Dosage,Dosage_Level,Dosing_Frequency,Cycle_Length,Formulation,group_id_raw,group_title_raw,group_desc_raw,N_group,count_male,count_female,count_white,count_black,count_asian,count_other,Missing_K
NCT00585195,,NCT00585195_P11,"January 19, 2022","October 14, 2021",Completed,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,0.8889,0.1111,0,0.6667,0.1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B11,High Dose Escalation Cohort: Crizotinib 800 mg QD,Participants received Crizotinib 800 mg (8 capsules/tablet of 100 mg each) capsule/tablet QD for up to 7 cycles (each cycle 28 days).,9,6,3,8,0,1,0,6
NCT00585195,,NCT00585195_P12,"January 19, 2022","October 14, 2021",Completed,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,0.566,0.3962,0.0377,0.434,0.5212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B12,RP2D Cohort: ROS1-Positive NSCLC: Crizotinib 250 mg,Participants received Crizotinib 250 mg (2 capsules/tablet of 100 mg each + 1 capsule/tablet of 50 mg) capsule/tablet orally twice daily (BID) with or without food for up to 105 cycles (each cycle 28 days).,53,23,30,30,2,21,0,6
NCT00585195,,NCT00585195_P13,"January 19, 2022","October 14, 2021",Completed,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,0.7059,0.1765,0.0235,0.4353,0.4612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B13,RP2D Cohort: MET Exon 14 Alterations NSCLC: Crizotinib 250 mg,Participants received Crizotinib 250 mg (2 capsules/tablet of 100 mg each + 1 capsule/tablet of 50 mg) capsule/tablet orally twice daily (BID) with or without food for up to 55 cycles (each cycle 28 days).,85,37,48,60,2,15,8,6
NCT00585195,,NCT00585195_P14,"January 19, 2022","October 14, 2021",Completed,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,0.9268,0.0244,0.0488,0.5366,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B14,RP2D Cohort: MET Amplification NSCLC: Crizotinib 250 mg,Participants received Crizotinib 250 mg (2 capsules/tablet of 100 mg each + 1 capsule/tablet of 50 mg) capsule/tablet orally twice daily (BID) with or without food for up to 101 cycles (each cycle 28 days).,41,22,19,38,2,1,0,6
NCT00585195,,NCT00585195_P15,"January 19, 2022","October 14, 2021",Completed,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,0.7292,0.1875,0.0208,0.5,0.4288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B15,"RP2D Cohort: ALK-Negative Cohort 1, NSCLC: Crizotinib 250 mg",Participants received Crizotinib 250 mg (2 capsules/tablet of 100 mg each + 1 capsule/tablet of 50 mg) capsule/tablet twice daily (BID) with or without food for up to 70 cycles (each cycle 21 days).,48,24,24,35,1,9,3,6
NCT00585195,,NCT00585195_P16,"January 19, 2022","October 14, 2021",Completed,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,0.6111,0.1111,0.1667,0.5556,0.5741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B16,"RP2D Cohort: ALK-Negative Cohort 2, NSCLC: Crizotinib 250 mg",Participants received Crizotinib 250 mg (2 capsules/tablet of 100 mg each + 1 capsule/tablet of 50 mg) capsule/tablet orally BID with or without food for up to 70 cycles (each cycle 21 days).,18,10,8,11,3,2,2,6
NCT00585195,,NCT00585195_P17,"January 19, 2022","October 14, 2021",Completed,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,0.6364,0.2792,0.0325,0.4805,0.5133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B17,"RP2D Cohort: ALK-Positive Cohort, NSCLC: Crizotinib 250 mg",Participants received Crizotinib 250 mg (2 capsules/tablet of 100 mg each + 1 capsule/tablet of 50 mg) capsule/tablet twice daily (BID) with or without food for up to 133 cycles (each cycle 28 days).,154,74,80,98,5,43,8,6
NCT00585195,,NCT00585195_P18,"January 19, 2022","October 14, 2021",Completed,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,0.7424,0.1364,0.0606,0.6212,0.4229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B18,RP2D Cohort: Enriched Other: Crizotinib 250 mg,Participants received Crizotinib 250 mg (2 capsules/tablet of 100 mg each + 1 capsule/tablet of 50 mg) capsule/tablet orally twice daily (BID) with or without food for up to 54 cycles (each cycle 28 days).,66,41,25,49,4,9,4,6
NCT00585195,,NCT00585195_P19,"January 19, 2022","October 14, 2021",Completed,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,0.7222,0,0.1667,0.3889,0.4383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B19,RP2D Cohort: Itraconazole Interaction: Crizotinib 250 mg +Itraconazole,Participants received with or without food Crizotinib 250 mg (2 capsules/tablet of 100 mg each + 1 capsule/tablet of 50 mg) capsule/tablet QD from Cycle 1Day1 to Cycle 2 Day1 thereafter 250 mg BID from Cycle 2 Day 2 up to 58 cycles (each cycle 28 days). Participants also received Itraconazole 200 mg QD from Cycle 1 Day 1 to Cycle 1 Day 16.,18,7,11,13,3,0,2,6
NCT00585195,,NCT00585195_P20,"January 19, 2022","October 14, 2021",Completed,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,0.8889,0,0.1111,0.5,0.1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B20,RP2D Cohort: Rifampin Interaction: Crizotinib 250 mg +Rifampin,Participants received Crizotinib 250 mg (2 capsules/tablet of 100 mg each + 1 capsule/tablet of 50 mg) capsule/tablet twice daily (BID) with or without food from Cycle 1 Day 1 up to 13 cycles (each cycle 28 days). Participants also received commercially available Rifampin 650 mg QD from Cycle 1 Day 16 to Cycle 2 Day 1 (14 days) either one hour before or 2 hours after food.,18,9,9,16,2,0,0,6
NCT00585195,,NCT00585195_P21,"January 19, 2022","October 14, 2021",Completed,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,0.9167,0,0,0.3333,0.1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B21,RP2D Cohort: Midazolam Interaction: Crizotinib 250 mg +Midazolam,Participants received Crizotinib 250 mg tablet/capsule (2 capsules/tablet of 100 mg each + 1 capsule/tablet of 50 mg) orally BID with or without food from Day 1 Cycle 1 up to 133 cycles (each cycle 28 days). Participants also received single 2 mg oral dose of Midazolam on Day -7 and another single 2-mg oral dose of Midazolam concurrently with Crizotinib on Cycle 2 Day 1,12,4,8,11,0,0,1,6
NCT00585195,,NCT00585195_B22,"January 19, 2022","October 14, 2021",Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B22,Total,Total of all reporting groups,,,,,,,,11
